time (since java epoch),time since start (ms),machine name,load (0 to 1)
1554989379922,-102079,Manager centralmanager-vm1,0.008629586423214895
1554989380898,-101103,Manager centralmanager-vm1,0.04040404040404041
1554989381888,-100113,Manager centralmanager-vm1,0.020202020202020204
1554989382899,-99102,Manager centralmanager-vm1,0.28712871287128716
1554989383898,-98103,Manager centralmanager-vm1,0.14285714285714285
1554989384889,-97112,Manager centralmanager-vm1,0.04081632653061224
1554989385888,-96113,Manager centralmanager-vm1,0.03
1554989386889,-95112,Manager centralmanager-vm1,0.04
1554989387889,-94112,Manager centralmanager-vm1,0.058252427184466014
1554989388888,-93113,Manager centralmanager-vm1,0.03
1554989389889,-92112,Manager centralmanager-vm1,0.10101010101010101
1554989390889,-91112,Manager centralmanager-vm1,0.06862745098039216
1554989391888,-90113,Manager centralmanager-vm1,0.04
1554989392889,-89112,Manager centralmanager-vm1,0.03
1554989393888,-88113,Manager centralmanager-vm1,0.04
1554989394888,-87113,Manager centralmanager-vm1,0.039603960396039604
1554989395889,-86112,Manager centralmanager-vm1,0.049019607843137254
1554989396888,-85113,Manager centralmanager-vm1,0.06862745098039216
1554989397889,-84112,Manager centralmanager-vm1,0.0594059405940594
1554989398889,-83112,Manager centralmanager-vm1,0.04040404040404041
1554989399888,-82113,Manager centralmanager-vm1,0.04950495049504951
1554989400888,-81113,Manager centralmanager-vm1,0.030612244897959183
1554989401888,-80113,Manager centralmanager-vm1,0.060000000000000005
1554989402889,-79112,Manager centralmanager-vm1,0.058823529411764705
1554989403888,-78113,Manager centralmanager-vm1,0.03
1554989404888,-77113,Manager centralmanager-vm1,0.05940594059405941
1554989405889,-76112,Manager centralmanager-vm1,0.04950495049504951
1554989406889,-75112,Manager centralmanager-vm1,0.020202020202020204
1554989407889,-74112,Manager centralmanager-vm1,0.030303030303030304
1554989408889,-73112,Manager centralmanager-vm1,0.058823529411764705
1554989409898,-72103,Manager centralmanager-vm1,0.03
1554989410888,-71113,Manager centralmanager-vm1,0.05
1554989411889,-70112,Manager centralmanager-vm1,0.05825242718446602
1554989412889,-69112,Manager centralmanager-vm1,0.058823529411764705
1554989413889,-68112,Manager centralmanager-vm1,0.03
1554989414889,-67112,Manager centralmanager-vm1,0.05
1554989415888,-66113,Manager centralmanager-vm1,0.04950495049504951
1554989416888,-65113,Manager centralmanager-vm1,0.039603960396039604
1554989417888,-64113,Manager centralmanager-vm1,0.0808080808080808
1554989418888,-63113,Manager centralmanager-vm1,0.039603960396039604
1554989419889,-62112,Manager centralmanager-vm1,0.04040404040404041
1554989420889,-61112,Manager centralmanager-vm1,0.058823529411764705
1554989421889,-60112,Manager centralmanager-vm1,0.039603960396039604
1554989422888,-59113,Manager centralmanager-vm1,0.04
1554989423888,-58113,Manager centralmanager-vm1,0.05825242718446602
1554989424888,-57113,Manager centralmanager-vm1,0.02040816326530612
1554989425889,-56112,Manager centralmanager-vm1,0.04950495049504951
1554989426888,-55113,Manager centralmanager-vm1,0.039603960396039604
1554989427889,-54112,Manager centralmanager-vm1,0.039603960396039604
1554989428888,-53113,Manager centralmanager-vm1,0.039603960396039604
1554989429888,-52113,Manager centralmanager-vm1,0.09000000000000001
1554989430899,-51102,Manager centralmanager-vm1,0.039603960396039604
1554989431888,-50113,Manager centralmanager-vm1,0.05
1554989432888,-49113,Manager centralmanager-vm1,0.03
1554989433888,-48113,Manager centralmanager-vm1,0.05
1554989434888,-47113,Manager centralmanager-vm1,0.04950495049504951
1554989435888,-46113,Manager centralmanager-vm1,0.020202020202020204
1554989436888,-45113,Manager centralmanager-vm1,0.05
1554989437889,-44112,Manager centralmanager-vm1,0.04950495049504951
1554989438888,-43113,Manager centralmanager-vm1,0.04
1554989439889,-42112,Manager centralmanager-vm1,0.039603960396039604
1554989440888,-41113,Manager centralmanager-vm1,0.05
