nodeId,roundId,good,seqNum,active,light,value,readyOut
16,12,true,131,true,true,0,1
15,12,true,38,false,true,0,1
12,12,true,41,false,true,0,1
9,12,true,130,true,true,1,1
2,12,true,30,false,true,0,1
14,12,true,30,false,true,1,1
19,12,true,37,false,true,0,1
13,12,true,130,true,true,0,1
21,12,false,1820,true,true,0,1
11,12,true,35,false,true,0,1
17,12,true,32,false,true,0,1
1,12,true,35,false,true,1,1
8,12,true,36,false,true,1,1
5,12,true,29,false,true,1,1
18,12,true,132,true,true,0,1
3,12,true,44,false,true,1,1
4,12,true,124,true,true,0,1
10,12,true,129,true,true,0,1
7,12,true,127,true,true,0,1
20,12,true,118,true,true,0,1
6,12,true,30,false,true,1,1
