nodeId,roundId,good,seqNum,active,light,value,readyOut
20,12,true,44,false,true,0,1
4,12,true,52,false,true,0,1
11,12,true,42,false,true,0,1
13,12,true,44,false,true,0,1
14,12,true,58,false,true,1,1
18,12,true,154,true,true,0,1
21,12,false,2688,true,true,1,1
5,12,true,154,true,true,0,1
3,12,true,144,true,true,0,1
17,12,true,51,false,true,0,1
12,12,true,154,true,true,0,1
1,12,true,48,false,true,1,1
8,12,true,158,true,true,0,1
10,12,true,149,true,true,0,1
9,12,true,146,true,true,1,1
2,12,true,150,true,true,1,1
16,12,true,49,false,true,0,1
15,12,true,149,true,true,0,1
7,12,true,52,false,true,0,1
6,12,true,45,false,true,0,1
19,12,true,149,true,true,0,1
