time (since java epoch),machine name,load (0 to 1)
1554995918929,986,Manager centralmanager-vm5,0.02
1554995919928,1985,Manager centralmanager-vm5,0.03
1554995920929,2986,Manager centralmanager-vm5,0.22448979591836735
1554995921938,3995,Manager centralmanager-vm5,0.42000000000000004
1554995922938,4995,Manager centralmanager-vm5,0.32
1554995923938,5995,Manager centralmanager-vm5,0.3106796116504854
1554995924938,6995,Manager centralmanager-vm5,0.4174757281553398
1554995925938,7995,Manager centralmanager-vm5,0.37
1554995926928,8985,Manager centralmanager-vm5,0.02040816326530612
1554995927928,9985,Manager centralmanager-vm5,0.02040816326530612
1554995928928,10985,Manager centralmanager-vm5,0.02
1554995929928,11985,Manager centralmanager-vm5,0.03
1554995930929,12986,Manager centralmanager-vm5,0.04
1554995931928,13985,Manager centralmanager-vm5,0.04
1554995932928,14985,Manager centralmanager-vm5,0.058823529411764705
1554995933928,15985,Manager centralmanager-vm5,0.04950495049504951
1554995934928,16985,Manager centralmanager-vm5,0.0297029702970297
1554995935928,17985,Manager centralmanager-vm5,0.01020408163265306
1554995936928,18985,Manager centralmanager-vm5,0.039603960396039604
1554995937928,19985,Manager centralmanager-vm5,0.030303030303030304
1554995938928,20985,Manager centralmanager-vm5,0.030612244897959183
1554995939928,21985,Manager centralmanager-vm5,0.030303030303030304
1554995940928,22985,Manager centralmanager-vm5,0.020202020202020204
1554995941928,23985,Manager centralmanager-vm5,0.04950495049504951
1554995942928,24985,Manager centralmanager-vm5,0.02040816326530612
1554995943928,25985,Manager centralmanager-vm5,0.02040816326530612
1554995944928,26985,Manager centralmanager-vm5,0.0297029702970297
1554995945928,27985,Manager centralmanager-vm5,0.04
1554995946928,28985,Manager centralmanager-vm5,0.030303030303030304
1554995947928,29985,Manager centralmanager-vm5,0.04
1554995948928,30985,Manager centralmanager-vm5,0.08
1554995949928,31985,Manager centralmanager-vm5,0.02
1554995950928,32985,Manager centralmanager-vm5,0.050505050505050504
1554995951928,33985,Manager centralmanager-vm5,0.020202020202020204
1554995952928,34985,Manager centralmanager-vm5,0.04
1554995953928,35985,Manager centralmanager-vm5,0.1717171717171717
1554995954938,36995,Manager centralmanager-vm5,0.06862745098039216
1554995955928,37985,Manager centralmanager-vm5,0.02040816326530612
1554995956928,38985,Manager centralmanager-vm5,0.049019607843137254
1554995957928,39985,Manager centralmanager-vm5,0.020202020202020204
1554995958928,40985,Manager centralmanager-vm5,0.03
1554995959928,41985,Manager centralmanager-vm5,0.02
1554995960928,42985,Manager centralmanager-vm5,0.06
1554995961938,43995,Manager centralmanager-vm5,0.0297029702970297
1554995962928,44985,Manager centralmanager-vm5,0.02040816326530612
1554995963928,45985,Manager centralmanager-vm5,0.04950495049504951
1554995964928,46985,Manager centralmanager-vm5,0.010101010101010102
1554995965928,47985,Manager centralmanager-vm5,0.03
1554995966928,48985,Manager centralmanager-vm5,0.08
1554995967928,49985,Manager centralmanager-vm5,0.0392156862745098
1554995968928,50985,Manager centralmanager-vm5,0.020202020202020204
1554995969928,51985,Manager centralmanager-vm5,0.020202020202020204
1554995970928,52985,Manager centralmanager-vm5,0.039603960396039604
1554995971928,53985,Manager centralmanager-vm5,0.039603960396039604
1554995972928,54985,Manager centralmanager-vm5,0.01020408163265306
1554995973928,55985,Manager centralmanager-vm5,0.0297029702970297
1554995974928,56985,Manager centralmanager-vm5,0.020202020202020204
1554995975928,57985,Manager centralmanager-vm5,0.07
1554995976928,58985,Manager centralmanager-vm5,0.05
1554995977928,59985,Manager centralmanager-vm5,0.02
1554995978928,60985,Manager centralmanager-vm5,0.04
1554995979928,61985,Manager centralmanager-vm5,0.02
1554995980928,62985,Manager centralmanager-vm5,0.02040816326530612
1554995981928,63985,Manager centralmanager-vm5,0.0392156862745098
1554995982928,64985,Manager centralmanager-vm5,0.030303030303030304
1554995983928,65985,Manager centralmanager-vm5,0.0297029702970297
1554995984928,66985,Manager centralmanager-vm5,0.02
1554995985928,67985,Manager centralmanager-vm5,0.03
1554995986928,68985,Manager centralmanager-vm5,0.04
1554995987928,69985,Manager centralmanager-vm5,0.020202020202020204
1554995988928,70985,Manager centralmanager-vm5,0.010101010101010102
1554995989928,71985,Manager centralmanager-vm5,0.03
1554995990928,72985,Manager centralmanager-vm5,0.020202020202020204
1554995991938,73995,Manager centralmanager-vm5,0.030303030303030304
1554995992928,74985,Manager centralmanager-vm5,0.03
1554995993928,75985,Manager centralmanager-vm5,0.06999999999999999
1554995994928,76985,Manager centralmanager-vm5,0.039603960396039604
1554995995928,77985,Manager centralmanager-vm5,0.02040816326530612
