time (since java epoch),execution machine name,busy (ms),available (ms),busy ratio (0 to 1),available ratio (0 to 1)
1555032696958,Workstation_2,1132899,44088,0.9625416423460922,0.037458357653907814
1555032696557,Workstation_3,1112527,64469,0.9452258121522927,0.05477418784770721
1555032696727,Workstation_4,1118645,58351,0.9504237907350577,0.04957620926494228
1555032696034,Workstation_6,1172414,3752,0.9968099741022951,0.0031900258977049156
1555032696551,Workstation_7,1168674,8319,0.9929319885504841,0.007068011449515843
1555032696092,Workstation_8,1167497,9497,0.991931139835887,0.008068860164112986
1555032696166,Workstation_10,1121876,55109,0.9531778229968946,0.04682217700310539
1555032696644,Workstation_11,1134163,42833,0.9636082025767292,0.03639179742327077
1555032696923,Workstation_12,1141536,35457,0.9698749270386485,0.03012507296135151
