time (since java epoch),machine name,load (0 to 1)
1555031520301,331,Manager centralmanager-vm1,0.22448979591836735
1555031521300,1330,Manager centralmanager-vm1,0.7731958762886597
1555031522301,2331,Manager centralmanager-vm1,0.3010752688172043
1555031523300,3330,Manager centralmanager-vm1,0.08791208791208792
1555031524290,4320,Manager centralmanager-vm1,0.0898876404494382
1555031525291,5321,Manager centralmanager-vm1,0.07777777777777778
1555031526301,6331,Manager centralmanager-vm1,0.05555555555555555
1555031527291,7321,Manager centralmanager-vm1,0.07608695652173914
1555031528291,8321,Manager centralmanager-vm1,0.06521739130434782
1555031529290,9320,Manager centralmanager-vm1,0.041237113402061855
1555031530291,10321,Manager centralmanager-vm1,0.061224489795918366
1555031531291,11321,Manager centralmanager-vm1,0.06185567010309278
1555031532291,12321,Manager centralmanager-vm1,0.03125
1555031533291,13321,Manager centralmanager-vm1,0.1919191919191919
1555031534290,14320,Manager centralmanager-vm1,0.021052631578947368
1555031535291,15321,Manager centralmanager-vm1,0.12
1555031536291,16321,Manager centralmanager-vm1,0.030927835051546393
1555031537290,17320,Manager centralmanager-vm1,0.0510204081632653
1555031538291,18321,Manager centralmanager-vm1,0.061855670103092786
1555031539291,19321,Manager centralmanager-vm1,0.041666666666666664
1555031540291,20321,Manager centralmanager-vm1,0.08333333333333333
1555031541291,21321,Manager centralmanager-vm1,0.05154639175257732
1555031542291,22321,Manager centralmanager-vm1,0.041237113402061855
1555031543291,23321,Manager centralmanager-vm1,0.05102040816326531
1555031544291,24321,Manager centralmanager-vm1,0.041666666666666664
1555031545291,25321,Manager centralmanager-vm1,0.020833333333333332
1555031546291,26321,Manager centralmanager-vm1,0.041237113402061855
1555031547291,27321,Manager centralmanager-vm1,0.07216494845360825
1555031548291,28321,Manager centralmanager-vm1,0.041237113402061855
1555031549291,29321,Manager centralmanager-vm1,0.0625
1555031550291,30321,Manager centralmanager-vm1,0.06060606060606061
1555031551291,31321,Manager centralmanager-vm1,0.07142857142857142
1555031552291,32321,Manager centralmanager-vm1,0.05154639175257732
1555031553291,33321,Manager centralmanager-vm1,0.0625
1555031554290,34320,Manager centralmanager-vm1,0.030927835051546393
1555031555290,35320,Manager centralmanager-vm1,0.0510204081632653
1555031556291,36321,Manager centralmanager-vm1,0.07142857142857142
1555031557291,37321,Manager centralmanager-vm1,0.19791666666666666
1555031558300,38330,Manager centralmanager-vm1,0.04040404040404041
1555031559291,39321,Manager centralmanager-vm1,0.031578947368421054
1555031560290,40320,Manager centralmanager-vm1,0.16161616161616163
1555031561300,41330,Manager centralmanager-vm1,0.22448979591836735
1555031562291,42321,Manager centralmanager-vm1,0.05263157894736842
1555031563291,43321,Manager centralmanager-vm1,0.041237113402061855
1555031564290,44320,Manager centralmanager-vm1,0.0510204081632653
1555031565290,45320,Manager centralmanager-vm1,0.05102040816326531
1555031566291,46321,Manager centralmanager-vm1,0.0625
1555031567291,47321,Manager centralmanager-vm1,0.0510204081632653
1555031568290,48320,Manager centralmanager-vm1,0.05154639175257732
1555031569291,49321,Manager centralmanager-vm1,0.010526315789473684
1555031570292,50322,Manager centralmanager-vm1,0.03125
1555031571290,51320,Manager centralmanager-vm1,0.0510204081632653
