nodeId,roundId,good,seqNum,active,light,value,readyOut
10,12,true,85,false,true,1,1
14,12,true,259,true,true,1,1
18,12,true,83,false,true,1,1
1,12,true,236,true,true,1,1
9,12,true,245,true,true,0,1
15,12,true,245,true,true,1,1
22,12,false,4547,true,true,1,1
16,12,true,244,true,true,1,1
12,12,true,93,false,true,1,1
13,12,true,243,true,true,0,1
17,12,true,90,false,true,1,1
20,12,true,244,true,true,1,1
8,12,true,84,false,true,1,1
7,12,true,92,false,true,1,1
19,12,true,239,true,true,1,1
6,12,true,99,false,true,1,1
5,12,true,95,false,true,1,1
2,12,true,235,true,true,1,1
4,12,true,253,true,true,1,1
21,12,false,4544,true,true,1,1
3,12,true,246,true,true,1,1
11,12,true,255,true,true,1,1
