nodeId,roundId,good,seqNum,active,light,value,readyOut
10,12,true,218,true,true,1,1
3,12,true,86,false,true,1,1
6,12,true,215,true,true,0,1
7,12,true,86,false,true,1,1
19,12,true,222,true,true,1,1
22,12,false,5152,true,true,1,1
5,12,true,214,true,true,1,1
20,12,true,225,true,true,1,1
11,12,true,214,true,true,1,1
16,12,true,93,false,true,1,1
15,12,true,209,true,true,1,1
12,12,true,230,true,true,1,1
17,12,true,221,true,true,1,1
8,12,true,222,true,true,1,1
9,12,true,230,true,true,1,1
21,12,false,5147,true,true,1,1
2,12,true,84,false,true,1,1
14,12,true,218,true,true,1,1
13,12,true,228,true,true,1,1
18,12,true,88,false,true,1,1
4,12,true,84,false,true,1,1
1,12,true,87,false,true,1,1
