1,2,0.030208252
2,2,0.034623098
3,2,0.037391078
4,2,0.030421944
5,2,0.032867088
6,2,0.035340652
7,2,0.03296347
8,2,0.031895179
9,2,0.034174427
10,2,0.032037831
11,2,0.031208853
12,2,0.034794181
13,2,0.034685739
14,2,0.030734191
15,2,0.034484602
16,2,0.034551153
17,2,0.031484086
18,2,0.034698127
19,2,0.034369173
20,2,0.035412058
21,2,0.032562264
22,2,0.033242314
23,2,0.03212931
24,2,0.036451446
25,2,0.031075676
26,2,0.037290882
27,2,0.03433993
28,2,0.032434655
29,2,0.035435077
30,2,0.036662333
1,4,0.061133899
2,4,0.05767953
3,4,0.057082681
4,4,0.050762932
5,4,0.050776719
6,4,0.057803291
7,4,0.054752807
8,4,0.06700754
9,4,0.06506827
10,4,0.061896083
11,4,0.07082973
12,4,0.060457356
13,4,0.060631922
14,4,0.071399263
15,4,0.083200958
16,4,0.055456333
17,4,0.062917626
18,4,0.0541114
19,4,0.051624884
20,4,0.053818061
21,4,0.05604074
22,4,0.065976813
23,4,0.055440594
24,4,0.051775201
25,4,0.053339305
26,4,0.053130812
27,4,0.061535122
28,4,0.05762156
29,4,0.053531346
30,4,0.051950657
1,6,0.104721193
2,6,0.081322374
3,6,0.081116173
4,6,0.087452904
5,6,0.088214896
6,6,0.093329038
7,6,0.096374065
8,6,0.090759225
9,6,0.101149971
10,6,0.090695305
11,6,0.087324593
12,6,0.086301452
13,6,0.095245009
14,6,0.090988436
15,6,0.084404275
16,6,0.08985707
17,6,0.102747261
18,6,0.094984385
19,6,0.086330177
20,6,0.086032168
21,6,0.087758568
22,6,0.093187705
23,6,0.089751311
24,6,0.089346204
25,6,0.093952076
26,6,0.096983875
27,6,0.099472832
28,6,0.093768722
29,6,0.084930175
30,6,0.090148337
1,8,0.157618282
2,8,0.16502811
3,8,0.168718515
4,8,0.162572416
5,8,0.160086393
6,8,0.163395268
7,8,0.158010512
8,8,0.169041239
9,8,0.153132416
10,8,0.166773193
11,8,0.158477535
12,8,0.145475071
13,8,0.155639091
14,8,0.170618752
15,8,0.147355672
16,8,0.169372273
17,8,0.154351057
18,8,0.169638386
19,8,0.172376028
20,8,0.158637152
21,8,0.163113988
22,8,0.154750748
23,8,0.15700129
24,8,0.178251018
25,8,0.162741392
26,8,0.159969562
27,8,0.154240934
28,8,0.177533578
29,8,0.158339999
30,8,0.151709529
1,10,0.253097189
2,10,0.257166049
3,10,0.271749376
4,10,0.245355909
5,10,0.311846148
6,10,0.242551098
7,10,0.244617913
8,10,0.222609176
9,10,0.21762812
10,10,0.229708378
11,10,0.239750405
12,10,0.236385346
13,10,0.241422086
14,10,0.241562001
15,10,0.215956363
16,10,0.234004015
17,10,0.209461477
18,10,0.222765825
19,10,0.218812644
20,10,0.244219739
21,10,0.255768654
22,10,0.227361553
23,10,0.220566193
24,10,0.223052955
25,10,0.230817361
26,10,0.245013011
27,10,0.22460401
28,10,0.258556406
29,10,0.24652672
30,10,0.215988672
1,12,0.31698105
2,12,0.317940983
3,12,0.327459217
4,12,0.355631316
5,12,0.411386292
6,12,0.309022452
7,12,0.332597925
8,12,0.393865609
9,12,0.305838004
10,12,0.323849144
11,12,0.343691259
12,12,0.310585064
13,12,0.32584768
14,12,0.314612195
15,12,0.366236656
16,12,0.331978714
17,12,0.317551711
18,12,0.32367023
19,12,0.346461805
20,12,0.302582643
21,12,0.340872069
22,12,0.348470952
23,12,0.416433195
24,12,0.324204506
25,12,0.324043485
26,12,0.333318114
27,12,0.325541519
28,12,0.312601444
29,12,0.323482134
30,12,0.344545141
1,14,0.423502491
2,14,0.454422726
3,14,0.46987223
4,14,0.478554837
5,14,0.461786032
6,14,0.407546205
7,14,0.440897458
8,14,0.437247461
9,14,0.433167904
10,14,0.42210772
11,14,0.439291211
12,14,0.460700302
13,14,0.510383597
14,14,0.519412143
15,14,0.472829013
16,14,0.437720612
17,14,0.46867457
18,14,0.505368447
19,14,0.520734526
20,14,0.45640347
21,14,0.447152317
22,14,0.45636093
23,14,0.528056636
24,14,0.547551468
25,14,0.538841419
26,14,0.597464872
27,14,0.492887218
28,14,0.553605774
29,14,0.549187029
30,14,0.455276559
1,16,0.716906806
2,16,0.593837697
3,16,0.652212509
4,16,0.625303909
5,16,0.680955045
6,16,0.859647909
7,16,0.640418084
8,16,0.595753743
9,16,0.629753293
10,16,0.605849707
11,16,0.660162011
12,16,0.630599581
13,16,0.633614013
14,16,0.678997244
15,16,0.631457518
16,16,0.661939426
17,16,0.978599265
18,16,0.638422974
19,16,0.666143948
20,16,0.657140497
21,16,0.707736971
22,16,0.939456333
23,16,0.607280709
24,16,0.745071231
25,16,0.920244742
26,16,0.673418096
27,16,0.683386457
28,16,0.718813092
29,16,0.572469249
30,16,0.591235758
1,18,0.780720752
2,18,0.884445108
3,18,0.781656767
4,18,0.774897787
5,18,1.219641568
6,18,0.820895951
7,18,0.958032984
8,18,0.787738332
9,18,1.058002453
10,18,0.870521459
11,18,1.074992207
12,18,0.923933934
13,18,0.804518894
14,18,0.917563691
15,18,0.836136771
16,18,0.935860301
17,18,0.840173035
18,18,0.881802745
19,18,0.843659372
20,18,0.802116105
21,18,0.864966233
22,18,0.776691353
23,18,0.845969831
24,18,0.816290798
25,18,0.776963325
26,18,0.807061465
27,18,0.904671795
28,18,0.858632191
29,18,0.991244105
30,18,0.852876965
1,20,1.118332778
2,20,1.06119469
3,20,1.075143062
4,20,1.025571072
5,20,1.157639967
6,20,1.066938841
7,20,1.172567684
8,20,1.01008525
9,20,1.103657476
10,20,1.015831048
11,20,1.211079255
12,20,1.261830456
13,20,1.104106861
14,20,1.322474621
15,20,1.236478834
16,20,1.140081165
17,20,1.175561921
18,20,1.082784434
19,20,1.253639149
20,20,1.041912826
21,20,1.191315706
22,20,1.130779561
23,20,1.162144347
24,20,1.173309335
25,20,1.201763239
26,20,1.046869925
27,20,1.013293434
28,20,1.175392113
29,20,1.092742374
30,20,1.550852669
1,22,1.47568457
2,22,1.296792244
3,22,1.474392362
4,22,1.431954313
5,22,1.618875831
6,22,1.273874611
7,22,1.498386577
8,22,1.490238823
9,22,1.336415606
10,22,1.762460478
11,22,1.460270955
12,22,1.402113353
13,22,1.51534913
14,22,1.29908958
15,22,1.209848453
16,22,1.394806055
17,22,1.508276543
18,22,1.347870785
19,22,1.530242987
20,22,1.421554423
21,22,1.704374611
22,22,1.193496498
23,22,1.502806384
24,22,1.674134002
25,22,1.55156681
26,22,1.524697252
27,22,1.458577735
28,22,1.50417467
29,22,1.633259964
30,22,1.397935841
1,24,1.748744202
2,24,1.953458749
3,24,2.197457315
4,24,1.751630574
5,24,1.799744995
6,24,2.217146497
7,24,1.669858776
8,24,1.728121415
9,24,1.700046547
10,24,1.785282103
11,24,1.519180139
12,24,1.708631688
13,24,1.861521473
14,24,2.052785765
15,24,1.834567117
16,24,1.952817218
17,24,1.955311379
18,24,1.856378939
19,24,1.788683714
20,24,1.831588357
21,24,1.941317329
22,24,1.763296742
23,24,2.010376067
24,24,1.976162423
25,24,1.952864852
26,24,2.055418918
27,24,2.115722741
28,24,1.91064885
29,24,1.748781147
30,24,1.944665638
