time (since java epoch),machine name,load (0 to 1)
1555065731167,594,Manager centralmanager-vm9,0.041237113402061855
1555065732167,1594,Manager centralmanager-vm9,0.04040404040404041
1555065733167,2594,Manager centralmanager-vm9,0.030303030303030304
1555065734167,3594,Manager centralmanager-vm9,0.31313131313131315
1555065735177,4604,Manager centralmanager-vm9,0.46236559139784944
1555065736177,5604,Manager centralmanager-vm9,0.043478260869565216
1555065737167,6594,Manager centralmanager-vm9,0.03260869565217391
1555065738167,7594,Manager centralmanager-vm9,0.043010752688172046
1555065739167,8594,Manager centralmanager-vm9,0.03225806451612903
1555065740167,9594,Manager centralmanager-vm9,0.03125
1555065741167,10594,Manager centralmanager-vm9,0.10101010101010101
1555065742167,11594,Manager centralmanager-vm9,0.030612244897959183
1555065743167,12594,Manager centralmanager-vm9,0.060000000000000005
1555065744167,13594,Manager centralmanager-vm9,0.010526315789473684
1555065745177,14604,Manager centralmanager-vm9,0.04040404040404041
1555065746177,15604,Manager centralmanager-vm9,0.010309278350515464
1555065747167,16594,Manager centralmanager-vm9,0.030927835051546393
1555065748167,17594,Manager centralmanager-vm9,0.02040816326530612
1555065749167,18594,Manager centralmanager-vm9,0.04040404040404041
1555065750167,19594,Manager centralmanager-vm9,0.030927835051546393
1555065751167,20594,Manager centralmanager-vm9,0.02040816326530612
1555065752167,21594,Manager centralmanager-vm9,0.04081632653061224
1555065753166,22593,Manager centralmanager-vm9,0.030612244897959183
1555065754167,23594,Manager centralmanager-vm9,0.04
1555065755167,24594,Manager centralmanager-vm9,0.08247422680412371
1555065756177,25604,Manager centralmanager-vm9,0.01020408163265306
1555065757167,26594,Manager centralmanager-vm9,0.041237113402061855
1555065758167,27594,Manager centralmanager-vm9,0.05050505050505051
1555065759167,28594,Manager centralmanager-vm9,0.030303030303030304
1555065760167,29594,Manager centralmanager-vm9,0.04040404040404041
1555065761167,30594,Manager centralmanager-vm9,0.04081632653061224
1555065762166,31593,Manager centralmanager-vm9,0.04040404040404041
