nodeId,roundId,good,seqNum,active,light,value,readyOut
4,12,false,139,true,false,0,0
8,12,false,139,true,false,0,0
5,12,false,139,true,false,0,0
2,12,false,139,true,false,0,0
6,12,false,139,true,false,0,0
3,12,false,139,true,false,0,0
1,12,false,139,true,false,0,0
7,12,false,139,true,false,0,0
10,12,false,139,true,false,0,0
9,12,false,139,true,false,0,0
11,12,true,117,false,false,0,0
