time (since java epoch),execution machine name,busy (ms),available (ms),busy ratio (0 to 1),available ratio (0 to 1)
1555029247245,Workstation_2,2275090,38900,0.9831892099792998,0.016810790020700177
1555029246861,Workstation_3,2271400,42592,0.9815937133749815,0.018406286625018583
1555029246632,Workstation_4,2277310,36681,0.9841481665226874,0.015851833477312574
1555029246571,Workstation_6,2284243,29748,0.9871442888066548,0.012855711193345177
1555029247236,Workstation_7,2298579,15412,0.9933396456598146,0.00666035434018542
1555029246805,Workstation_8,2268103,45887,0.9801697500853505,0.019830249914649586
1555029246630,Workstation_10,2280193,33807,0.9853902333621435,0.014609766637856526
1555029247371,Workstation_11,2262465,52515,0.9773151387916958,0.022684861208304177
1555029247243,Workstation_12,2272706,41287,0.9821576815487342,0.017842318451265844
