time (since java epoch),execution machine name,busy (ms),available (ms),busy ratio (0 to 1),available ratio (0 to 1)
1555031416139,Workstation_2,392692,119306,0.7669795585139004,0.23302044148609954
1555031416368,Workstation_3,434244,78749,0.8464910827243257,0.15350891727567434
1555031416642,Workstation_4,424544,88451,0.8275792161716976,0.17242078382830242
1555031416890,Workstation_6,504673,8310,0.983800632769507,0.01619936723049302
1555031416763,Workstation_7,504294,8700,0.9830407373185651,0.01695926268143487
1555031416903,Workstation_8,506097,6897,0.9865553983087522,0.013444601691247851
1555031416071,Workstation_10,442922,69084,0.8650718936887458,0.13492810631125415
1555031416748,Workstation_11,350901,162094,0.6840242107622881,0.31597578923771186
1555031416197,Workstation_12,257893,255104,0.5027183394834668,0.4972816605165332
