time (since java epoch),time since bag start (ms),Manager centralmanager-vm1,Manager centralmanager-vm5,Manager centralmanager-vm9
1555029369509,553,0.0,0.041237113402061855,0.0
1555029369555,599,0.23157894736842105,0.041237113402061855,0.0
1555029369888,932,0.23157894736842105,0.041237113402061855,0.05050505050505051
1555029370499,1543,0.23157894736842105,0.05319148936170213,0.05050505050505051
1555029370565,1609,0.45744680851063835,0.05319148936170213,0.05050505050505051
1555029370898,1942,0.45744680851063835,0.05319148936170213,0.09183673469387756
1555029371509,2553,0.45744680851063835,0.06060606060606061,0.09183673469387756
1555029371565,2609,0.10869565217391305,0.06060606060606061,0.09183673469387756
1555029371888,2932,0.10869565217391305,0.06060606060606061,0.041666666666666664
1555029372499,3543,0.10869565217391305,0.041666666666666664,0.041666666666666664
1555029372566,3610,0.09677419354838711,0.041666666666666664,0.041666666666666664
1555029372887,3931,0.09677419354838711,0.041666666666666664,0.0510204081632653
1555029373500,4544,0.09677419354838711,0.042105263157894736,0.0510204081632653
1555029373565,4609,0.0851063829787234,0.042105263157894736,0.0510204081632653
1555029373898,4942,0.0851063829787234,0.042105263157894736,0.0510204081632653
1555029374509,5553,0.0851063829787234,0.05050505050505051,0.0510204081632653
1555029374565,5609,0.1935483870967742,0.05050505050505051,0.0510204081632653
1555029374897,5941,0.1935483870967742,0.05050505050505051,0.041237113402061855
1555029375499,6543,0.1935483870967742,0.08333333333333334,0.041237113402061855
1555029375566,6610,0.1368421052631579,0.08333333333333334,0.041237113402061855
1555029375888,6932,0.1368421052631579,0.08333333333333334,0.031578947368421054
1555029376509,7553,0.1368421052631579,0.030927835051546393,0.031578947368421054
1555029376565,7609,0.06521739130434782,0.030927835051546393,0.031578947368421054
1555029376898,7942,0.06521739130434782,0.030927835051546393,0.06060606060606061
1555029377499,8543,0.06521739130434782,0.4270833333333333,0.06060606060606061
1555029377566,8610,0.09375,0.4270833333333333,0.06060606060606061
1555029377888,8932,0.09375,0.4270833333333333,0.052083333333333336
1555029378509,9553,0.09375,0.6804123711340206,0.052083333333333336
1555029378565,9609,0.20618556701030927,0.6804123711340206,0.052083333333333336
1555029378888,9932,0.20618556701030927,0.6804123711340206,0.05154639175257732
1555029379509,10553,0.20618556701030927,0.4791666666666667,0.05154639175257732
1555029379555,10599,0.06185567010309278,0.4791666666666667,0.05154639175257732
1555029379888,10932,0.06185567010309278,0.4791666666666667,0.08080808080808081
1555029380500,11544,0.06185567010309278,0.14444444444444443,0.08080808080808081
1555029380565,11609,0.05102040816326531,0.14444444444444443,0.08080808080808081
1555029380888,11932,0.05102040816326531,0.14444444444444443,0.15306122448979592
1555029381500,12544,0.05102040816326531,0.05494505494505495,0.15306122448979592
1555029381566,12610,0.030927835051546393,0.05494505494505495,0.15306122448979592
1555029381902,12946,0.030927835051546393,0.05494505494505495,0.6736842105263159
1555029382499,13543,0.030927835051546393,0.022222222222222223,0.6736842105263159
1555029382565,13609,0.04040404040404041,0.022222222222222223,0.6736842105263159
1555029382898,13942,0.04040404040404041,0.022222222222222223,0.8585858585858586
1555029383500,14544,0.04040404040404041,0.03296703296703297,0.8585858585858586
1555029383566,14610,0.041237113402061855,0.03296703296703297,0.8585858585858586
1555029383898,14942,0.041237113402061855,0.03296703296703297,0.8600000000000001
1555029384500,15544,0.041237113402061855,0.09574468085106383,0.8600000000000001
