time (since java epoch),execution machine name,busy (ms),available (ms),busy ratio (0 to 1),available ratio (0 to 1)
1555030795954,Workstation_2,1259579,167413,0.8826811923262359,0.11731880767376411
1555030796657,Workstation_3,1303648,124342,0.9129251605403399,0.08707483945966007
1555030795976,Workstation_4,1280547,147441,0.89674913234565,0.10325086765435004
1555030795837,Workstation_6,1417100,10216,0.992842509997786,0.007157490002213946
1555030796174,Workstation_7,1409764,18230,0.9872338399180949,0.012766160081905106
1555030796471,Workstation_8,1381422,46570,0.9673877724805181,0.0326122275194819
1555030796171,Workstation_10,1372578,55403,0.9612018647306932,0.038798135269306804
1555030795857,Workstation_11,1386603,40388,0.9716970884889954,0.028302911511004624
1555030796083,Workstation_12,1358964,69022,0.9516647922318566,0.04833520776814339
