100,50,392,491
100,38,58,66
100,26,35,40
100,35,39,45
100,44,52,63
100,174,81,101
100,40,83,102
100,38,58,70
100,45,54,65
100,43,66,75
100,46,66,88
100,33,54,63
100,32,54,67
100,38,47,54
100,38,55,64
100,40,51,62
100,38,46,55
100,31,39,48
100,35,45,55
100,35,40,48
200,55,92,106
200,61,57,67
200,57,75,85
200,88,67,76
200,51,127,136
200,52,58,66
200,35,70,75
200,28,35,39
200,27,60,65
200,28,41,46
200,32,39,44
200,29,44,51
200,31,33,38
200,32,39,43
200,34,39,43
200,27,45,48
200,34,37,40
200,30,37,41
200,28,38,41
200,31,37,41
300,43,61,64
300,44,57,62
300,39,51,55
300,37,53,57
300,51,46,51
300,36,50,54
300,38,47,50
300,37,51,55
300,39,44,48
300,37,44,48
300,46,52,56
300,40,47,51
300,39,48,52
300,41,46,49
300,41,46,50
300,42,47,51
300,41,52,57
300,40,51,54
300,37,43,46
300,45,46,51
400,49,64,69
400,53,68,72
400,52,67,71
400,54,67,71
400,52,65,69
400,52,68,72
400,55,71,75
400,59,70,73
400,56,68,72
400,50,67,70
400,58,61,65
400,53,68,73
400,55,67,70
400,55,66,69
400,57,73,77
400,57,68,71
400,54,71,74
400,59,69,72
400,54,70,73
400,50,65,69
500,67,88,91
500,63,82,86
500,63,86,90
500,64,77,82
500,68,86,90
500,62,82,86
500,67,91,95
500,62,95,101
500,67,83,87
500,71,91,95
500,69,83,87
500,67,83,86
500,69,87,90
500,66,86,90
500,68,94,97
500,61,83,87
500,71,90,94
500,65,88,93
500,78,89,93
500,69,90,93
600,82,103,106
600,80,100,105
600,79,97,100
600,77,100,104
600,81,98,101
600,73,108,111
600,89,104,107
600,81,110,113
600,81,100,103
600,78,108,111
600,77,107,110
600,78,103,108
600,82,109,112
600,79,97,100
600,87,99,102
600,81,111,114
600,85,97,100
600,77,101,105
600,78,99,103
600,75,95,98
700,92,114,117
700,87,122,126
700,92,127,131
700,88,123,127
700,95,114,122
700,96,124,128
700,88,118,121
700,87,119,122
700,92,123,126
700,96,113,116
700,93,123,128
700,97,115,119
700,88,114,117
700,92,114,118
700,84,121,124
700,93,121,125
700,98,123,127
700,96,123,127
700,91,118,122
700,90,114,117
800,107,136,141
800,103,137,141
800,115,136,141
800,103,132,136
800,103,129,133
800,113,130,134
800,102,130,134
800,108,136,140
800,109,138,142
800,114,146,151
800,102,141,145
800,111,131,134
800,111,139,143
800,101,144,148
800,102,146,149
800,109,135,138
800,95,136,139
800,102,127,131
800,100,134,137
800,104,143,147
900,118,154,158
900,114,148,151
900,126,159,163
900,110,142,146
900,117,150,154
900,119,151,155
900,119,161,165
900,118,155,159
900,118,149,155
900,115,148,152
900,110,157,161
900,122,151,154
900,115,165,169
900,112,146,150
900,116,147,150
900,111,151,154
900,114,162,167
900,111,142,148
900,116,166,170
900,121,153,158
1000,127,171,175
1000,140,172,176
1000,131,171,175
1000,132,175,178
1000,129,166,170
1000,138,174,179
1000,130,178,182
1000,131,162,166
1000,135,168,172
1000,129,165,170
1000,127,179,183
1000,132,162,166
1000,120,172,176
1000,130,162,167
1000,133,165,170
1000,126,171,175
1000,132,161,165
1000,118,165,169
1000,131,166,171
1000,128,168,172
1100,140,202,206
1100,140,179,183
1100,149,199,203
1100,137,193,198
1100,149,189,193
1100,135,176,181
1100,155,186,191
1100,141,199,204
1100,142,188,193
1100,139,185,189
1100,146,195,198
1100,133,192,196
1100,140,174,178
1100,151,190,194
1100,142,192,196
1100,133,194,199
1100,140,187,191
1100,141,187,191
1100,141,174,178
1100,144,184,188
1200,157,203,208
1200,163,222,226
1200,154,212,217
1200,143,199,203
1200,156,192,196
1200,152,199,203
1200,158,198,202
1200,151,195,199
1200,153,217,221
1200,154,196,201
1200,150,203,207
1200,157,207,211
1200,154,197,203
1200,156,204,208
1200,157,194,199
1200,156,197,202
1200,154,191,196
1200,146,208,212
1200,147,191,195
1200,160,200,205
1300,170,229,233
1300,170,227,232
1300,163,208,214
1300,178,212,216
1300,176,225,229
1300,179,214,219
1300,172,218,222
1300,170,231,236
1300,159,207,213
1300,163,219,224
1300,176,223,227
1300,166,206,210
1300,168,224,229
1300,161,210,215
1300,170,198,204
1300,162,218,223
1300,162,213,218
1300,170,223,228
1300,170,219,223
1300,172,220,225
