objectCount, responseTime(ms)
2, 7
2, 5
2, 7
2, 5
2, 4
2, 7
2, 5
2, 5
2, 4
2, 6
2, 7
2, 4
2, 7
2, 4
2, 4
2, 5
2, 8
2, 6
2, 5
2, 5
3, 7
3, 5
3, 5
3, 7
3, 8
3, 6
3, 6
3, 4
3, 5
3, 5
3, 5
3, 6
3, 4
3, 5
3, 5
3, 4
3, 4
3, 4
3, 8
3, 6
5, 7
5, 8
5, 5
5, 4
5, 6
5, 5
5, 5
5, 6
5, 4
5, 5
5, 5
5, 8
5, 5
5, 5
5, 6
5, 7
5, 5
5, 4
5, 7
5, 4
7, 6
7, 5
7, 4
7, 7
7, 6
7, 4
7, 4
7, 4
7, 7
7, 5
7, 4
7, 5
7, 5
7, 5
7, 5
7, 4
7, 4
7, 4
7, 4
7, 4
