time (since java epoch),time since bag start (ms),Manager centralmanager-vm1,Manager centralmanager-vm5,Manager centralmanager-vm9
1555072746544,141,0.0,0.010309278350515464,0.0
1555072746618,215,0.02040816326530612,0.010309278350515464,0.0
1555072746962,559,0.02040816326530612,0.010309278350515464,0.02040816326530612
1555072747544,1141,0.02040816326530612,0.04040404040404041,0.02040816326530612
1555072747618,1215,0.3263157894736842,0.04040404040404041,0.02040816326530612
1555072747963,1560,0.3263157894736842,0.04040404040404041,0.02040816326530612
1555072748558,2155,0.3263157894736842,0.07,0.02040816326530612
1555072748628,2225,0.32608695652173914,0.07,0.02040816326530612
1555072748962,2559,0.32608695652173914,0.07,0.02040816326530612
1555072749554,3151,0.32608695652173914,0.34782608695652173,0.02040816326530612
1555072749627,3224,0.1382978723404255,0.34782608695652173,0.02040816326530612
1555072749963,3560,0.1382978723404255,0.34782608695652173,0.0
1555072750554,4151,0.1382978723404255,0.5208333333333334,0.0
1555072750628,4225,0.04395604395604396,0.5208333333333334,0.0
1555072750962,4559,0.04395604395604396,0.5208333333333334,0.4731182795698925
1555072751554,5151,0.04395604395604396,0.9108910891089109,0.4731182795698925
1555072751617,5214,0.03333333333333333,0.9108910891089109,0.4731182795698925
1555072751972,5569,0.03333333333333333,0.9108910891089109,0.05376344086021506
1555072752553,6150,0.03333333333333333,0.5894736842105264,0.05376344086021506
1555072752618,6215,0.53125,0.5894736842105264,0.05376344086021506
1555072752972,6569,0.53125,0.5894736842105264,0.03225806451612903
1555072753554,7151,0.53125,0.043478260869565216,0.03225806451612903
1555072753627,7224,0.10752688172043011,0.043478260869565216,0.03225806451612903
1555072753972,7569,0.10752688172043011,0.043478260869565216,0.021739130434782608
1555072754543,8140,0.10752688172043011,0.043478260869565216,0.021739130434782608
1555072754618,8215,0.06315789473684211,0.043478260869565216,0.021739130434782608
1555072754972,8569,0.06315789473684211,0.043478260869565216,0.021505376344086023
1555072755544,9141,0.06315789473684211,0.0425531914893617,0.021505376344086023
1555072755618,9215,0.010416666666666666,0.0425531914893617,0.021505376344086023
1555072755962,9559,0.010416666666666666,0.0425531914893617,0.02197802197802198
1555072756543,10140,0.010416666666666666,0.03260869565217391,0.02197802197802198
1555072756618,10215,0.2142857142857143,0.03260869565217391,0.02197802197802198
1555072756962,10559,0.2142857142857143,0.03260869565217391,0.010309278350515464
1555072757544,11141,0.2142857142857143,0.2872340425531915,0.010309278350515464
1555072757627,11224,0.02040816326530612,0.2872340425531915,0.010309278350515464
1555072757972,11569,0.02040816326530612,0.2872340425531915,0.020202020202020204
1555072758544,12141,0.02040816326530612,0.021739130434782608,0.020202020202020204
1555072758618,12215,0.041237113402061855,0.021739130434782608,0.020202020202020204
1555072758972,12569,0.041237113402061855,0.021739130434782608,0.020618556701030927
1555072759544,13141,0.041237113402061855,0.28723404255319146,0.020618556701030927
1555072759618,13215,0.020618556701030927,0.28723404255319146,0.020618556701030927
1555072759972,13569,0.020618556701030927,0.28723404255319146,0.02040816326530612
1555072760554,14151,0.020618556701030927,0.052083333333333336,0.02040816326530612
1555072760618,14215,0.010416666666666666,0.052083333333333336,0.02040816326530612
1555072760962,14559,0.010416666666666666,0.052083333333333336,0.010416666666666666
1555072761543,15140,0.010416666666666666,0.054945054945054944,0.010416666666666666
1555072761617,15214,0.030303030303030304,0.054945054945054944,0.010416666666666666
1555072761972,15569,0.030303030303030304,0.054945054945054944,0.05050505050505051
1555072762553,16150,0.030303030303030304,0.03225806451612903,0.05050505050505051
1555072762618,16215,0.07142857142857142,0.03225806451612903,0.05050505050505051
1555072762962,16559,0.07142857142857142,0.03225806451612903,0.030612244897959183
1555072763543,17140,0.07142857142857142,0.06521739130434782,0.030612244897959183
1555072763628,17225,0.02040816326530612,0.06521739130434782,0.030612244897959183
1555072763962,17559,0.02040816326530612,0.06521739130434782,0.02040816326530612
1555072764544,18141,0.02040816326530612,0.05434782608695652,0.02040816326530612
1555072764628,18225,0.030612244897959183,0.05434782608695652,0.02040816326530612
1555072764962,18559,0.030612244897959183,0.05434782608695652,0.010309278350515464
1555072765544,19141,0.030612244897959183,0.043010752688172046,0.010309278350515464
1555072765628,19225,0.030927835051546393,0.043010752688172046,0.010309278350515464
1555072765972,19569,0.030927835051546393,0.043010752688172046,0.0707070707070707
1555072766544,20141,0.030927835051546393,0.04395604395604396,0.0707070707070707
1555072766617,20214,0.06185567010309278,0.04395604395604396,0.0707070707070707
1555072766972,20569,0.06185567010309278,0.04395604395604396,0.030612244897959183
1555072767544,21141,0.06185567010309278,0.03260869565217391,0.030612244897959183
1555072767628,21225,0.020202020202020204,0.03260869565217391,0.030612244897959183
1555072767962,21559,0.020202020202020204,0.03260869565217391,0.020618556701030927
1555072768543,22140,0.020202020202020204,0.043010752688172046,0.020618556701030927
1555072768617,22214,0.04040404040404041,0.043010752688172046,0.020618556701030927
1555072768962,22559,0.04040404040404041,0.043010752688172046,0.030927835051546393
1555072769544,23141,0.04040404040404041,0.03296703296703297,0.030927835051546393
1555072769617,23214,0.030612244897959183,0.03296703296703297,0.030927835051546393
1555072769962,23559,0.030612244897959183,0.03296703296703297,0.02040816326530612
1555072770544,24141,0.030612244897959183,0.02197802197802198,0.02040816326530612
1555072770618,24215,0.020618556701030927,0.02197802197802198,0.02040816326530612
1555072770962,24559,0.020618556701030927,0.02197802197802198,0.02040816326530612
1555072771543,25140,0.020618556701030927,0.043478260869565216,0.02040816326530612
1555072771618,25215,0.010309278350515464,0.043478260869565216,0.02040816326530612
1555072771972,25569,0.010309278350515464,0.043478260869565216,0.020202020202020204
1555072772544,26141,0.010309278350515464,0.043478260869565216,0.020202020202020204
1555072772618,26215,0.030303030303030304,0.043478260869565216,0.020202020202020204
1555072772972,26569,0.030303030303030304,0.043478260869565216,0.01020408163265306
1555072773544,27141,0.030303030303030304,0.03260869565217391,0.01020408163265306
1555072773618,27215,0.02040816326530612,0.03260869565217391,0.01020408163265306
1555072773972,27569,0.02040816326530612,0.03260869565217391,0.02040816326530612
1555072774544,28141,0.02040816326530612,0.03225806451612903,0.02040816326530612
1555072774618,28215,0.010526315789473684,0.03225806451612903,0.02040816326530612
1555072774973,28570,0.010526315789473684,0.03225806451612903,0.030303030303030304
1555072775543,29140,0.010526315789473684,0.030612244897959183,0.030303030303030304
1555072775617,29214,0.0,0.030612244897959183,0.030303030303030304
1555072775972,29569,0.0,0.030612244897959183,0.02040816326530612
1555072776544,30141,0.0,0.030303030303030304,0.02040816326530612
1555072776618,30215,0.02040816326530612,0.030303030303030304,0.02040816326530612
1555072776972,30569,0.02040816326530612,0.030303030303030304,0.010416666666666666
1555072777544,31141,0.02040816326530612,0.3469387755102041,0.010416666666666666
1555072777618,31215,0.020618556701030927,0.3469387755102041,0.010416666666666666
1555072777972,31569,0.020618556701030927,0.3469387755102041,0.05050505050505051
1555072778544,32141,0.020618556701030927,0.04040404040404041,0.05050505050505051
1555072778617,32214,0.02040816326530612,0.04040404040404041,0.05050505050505051
1555072778972,32569,0.02040816326530612,0.04040404040404041,0.04081632653061224
1555072779544,33141,0.02040816326530612,0.030927835051546393,0.04081632653061224
1555072779618,33215,0.010309278350515464,0.030927835051546393,0.04081632653061224
1555072779963,33560,0.010309278350515464,0.030927835051546393,0.030612244897959183
1555072780543,34140,0.010309278350515464,0.030612244897959183,0.030612244897959183
1555072780618,34215,0.010416666666666666,0.030612244897959183,0.030612244897959183
1555072780962,34559,0.010416666666666666,0.030612244897959183,0.020618556701030927
1555072781543,35140,0.010416666666666666,0.030927835051546393,0.020618556701030927
1555072781618,35215,0.02040816326530612,0.030927835051546393,0.020618556701030927
1555072781962,35559,0.02040816326530612,0.030927835051546393,0.020202020202020204
1555072782544,36141,0.02040816326530612,0.04040404040404041,0.020202020202020204
1555072782617,36214,0.09278350515463918,0.04040404040404041,0.020202020202020204
1555072782962,36559,0.09278350515463918,0.04040404040404041,0.02040816326530612
1555072783553,37150,0.09278350515463918,0.030303030303030304,0.02040816326530612
1555072783628,37225,0.03,0.030303030303030304,0.02040816326530612
1555072783962,37559,0.03,0.030303030303030304,0.02040816326530612
1555072784543,38140,0.03,0.04081632653061224,0.02040816326530612
1555072784618,38215,0.030927835051546393,0.04081632653061224,0.02040816326530612
1555072784962,38559,0.030927835051546393,0.04081632653061224,0.030612244897959183
1555072785544,39141,0.030927835051546393,0.04040404040404041,0.030612244897959183
1555072785618,39215,0.041237113402061855,0.04040404040404041,0.030612244897959183
1555072785972,39569,0.041237113402061855,0.04040404040404041,0.010101010101010102
1555072786544,40141,0.041237113402061855,0.010309278350515464,0.010101010101010102
1555072786618,40215,0.02040816326530612,0.010309278350515464,0.010101010101010102
1555072786962,40559,0.02040816326530612,0.010309278350515464,0.020833333333333332
1555072787543,41140,0.02040816326530612,0.041237113402061855,0.020833333333333332
1555072787618,41215,0.030612244897959183,0.041237113402061855,0.020833333333333332
1555072787962,41559,0.030612244897959183,0.041237113402061855,0.02040816326530612
1555072788553,42150,0.030612244897959183,0.04,0.02040816326530612
1555072788618,42215,0.04081632653061224,0.04,0.02040816326530612
1555072788963,42560,0.04081632653061224,0.04,0.030303030303030304
1555072789543,43140,0.04081632653061224,0.030303030303030304,0.030303030303030304
1555072789618,43215,0.030303030303030304,0.030303030303030304,0.030303030303030304
1555072789962,43559,0.030303030303030304,0.030303030303030304,0.02040816326530612
1555072790544,44141,0.030303030303030304,0.030612244897959183,0.02040816326530612
1555072790617,44214,0.0,0.030612244897959183,0.02040816326530612
1555072790962,44559,0.0,0.030612244897959183,0.020618556701030927
1555072791544,45141,0.0,0.030303030303030304,0.020618556701030927
1555072791618,45215,0.030612244897959183,0.030303030303030304,0.020618556701030927
