time (since java epoch),machine name,load (0 to 1)
1555072746618,215,Manager centralmanager-vm1,0.02040816326530612
1555072747618,1215,Manager centralmanager-vm1,0.3263157894736842
1555072748628,2225,Manager centralmanager-vm1,0.32608695652173914
1555072749627,3224,Manager centralmanager-vm1,0.1382978723404255
1555072750628,4225,Manager centralmanager-vm1,0.04395604395604396
1555072751617,5214,Manager centralmanager-vm1,0.03333333333333333
1555072752618,6215,Manager centralmanager-vm1,0.53125
1555072753627,7224,Manager centralmanager-vm1,0.10752688172043011
1555072754618,8215,Manager centralmanager-vm1,0.06315789473684211
1555072755618,9215,Manager centralmanager-vm1,0.010416666666666666
1555072756618,10215,Manager centralmanager-vm1,0.2142857142857143
1555072757627,11224,Manager centralmanager-vm1,0.02040816326530612
1555072758618,12215,Manager centralmanager-vm1,0.041237113402061855
1555072759618,13215,Manager centralmanager-vm1,0.020618556701030927
1555072760618,14215,Manager centralmanager-vm1,0.010416666666666666
1555072761617,15214,Manager centralmanager-vm1,0.030303030303030304
1555072762618,16215,Manager centralmanager-vm1,0.07142857142857142
1555072763628,17225,Manager centralmanager-vm1,0.02040816326530612
1555072764628,18225,Manager centralmanager-vm1,0.030612244897959183
1555072765628,19225,Manager centralmanager-vm1,0.030927835051546393
1555072766617,20214,Manager centralmanager-vm1,0.06185567010309278
1555072767628,21225,Manager centralmanager-vm1,0.020202020202020204
1555072768617,22214,Manager centralmanager-vm1,0.04040404040404041
1555072769617,23214,Manager centralmanager-vm1,0.030612244897959183
1555072770618,24215,Manager centralmanager-vm1,0.020618556701030927
1555072771618,25215,Manager centralmanager-vm1,0.010309278350515464
1555072772618,26215,Manager centralmanager-vm1,0.030303030303030304
1555072773618,27215,Manager centralmanager-vm1,0.02040816326530612
1555072774618,28215,Manager centralmanager-vm1,0.010526315789473684
1555072775617,29214,Manager centralmanager-vm1,0.0
1555072776618,30215,Manager centralmanager-vm1,0.02040816326530612
1555072777618,31215,Manager centralmanager-vm1,0.020618556701030927
1555072778617,32214,Manager centralmanager-vm1,0.02040816326530612
1555072779618,33215,Manager centralmanager-vm1,0.010309278350515464
1555072780618,34215,Manager centralmanager-vm1,0.010416666666666666
1555072781618,35215,Manager centralmanager-vm1,0.02040816326530612
1555072782617,36214,Manager centralmanager-vm1,0.09278350515463918
1555072783628,37225,Manager centralmanager-vm1,0.03
1555072784618,38215,Manager centralmanager-vm1,0.030927835051546393
1555072785618,39215,Manager centralmanager-vm1,0.041237113402061855
1555072786618,40215,Manager centralmanager-vm1,0.02040816326530612
1555072787618,41215,Manager centralmanager-vm1,0.030612244897959183
1555072788618,42215,Manager centralmanager-vm1,0.04081632653061224
1555072789618,43215,Manager centralmanager-vm1,0.030303030303030304
1555072790617,44214,Manager centralmanager-vm1,0.0
1555072791618,45215,Manager centralmanager-vm1,0.030612244897959183
1555072792618,46215,Manager centralmanager-vm1,0.030612244897959183
1555072793618,47215,Manager centralmanager-vm1,0.010309278350515464
1555072794618,48215,Manager centralmanager-vm1,0.020618556701030927
1555072795618,49215,Manager centralmanager-vm1,0.010309278350515464
1555072796618,50215,Manager centralmanager-vm1,0.030303030303030304
1555072797618,51215,Manager centralmanager-vm1,0.020618556701030927
1555072798618,52215,Manager centralmanager-vm1,0.020833333333333332
1555072799618,53215,Manager centralmanager-vm1,0.020833333333333332
1555072800618,54215,Manager centralmanager-vm1,0.050505050505050504
1555072801628,55225,Manager centralmanager-vm1,0.010526315789473684
1555072802618,56215,Manager centralmanager-vm1,0.020833333333333332
1555072803618,57215,Manager centralmanager-vm1,0.041237113402061855
1555072804618,58215,Manager centralmanager-vm1,0.010309278350515464
1555072805618,59215,Manager centralmanager-vm1,0.010526315789473684
1555072806618,60215,Manager centralmanager-vm1,0.010526315789473684
1555072807618,61215,Manager centralmanager-vm1,0.010416666666666666
1555072808618,62215,Manager centralmanager-vm1,0.1875
1555072809618,63215,Manager centralmanager-vm1,0.020618556701030927
1555072810618,64215,Manager centralmanager-vm1,0.061224489795918366
1555072811627,65224,Manager centralmanager-vm1,0.030612244897959183
1555072812617,66214,Manager centralmanager-vm1,0.021052631578947368
1555072813618,67215,Manager centralmanager-vm1,0.020618556701030927
1555072814618,68215,Manager centralmanager-vm1,0.010526315789473684
1555072815618,69215,Manager centralmanager-vm1,0.020833333333333332
1555072816618,70215,Manager centralmanager-vm1,0.030927835051546393
1555072817617,71214,Manager centralmanager-vm1,0.020618556701030927
1555072818618,72215,Manager centralmanager-vm1,0.36363636363636365
1555072819628,73225,Manager centralmanager-vm1,0.02040816326530612
1555072820618,74215,Manager centralmanager-vm1,0.020833333333333332
1555072821618,75215,Manager centralmanager-vm1,0.020833333333333332
1555072822618,76215,Manager centralmanager-vm1,0.020618556701030927
1555072823618,77215,Manager centralmanager-vm1,0.020833333333333332
1555072824618,78215,Manager centralmanager-vm1,0.020833333333333332
1555072825618,79215,Manager centralmanager-vm1,0.030303030303030304
1555072826618,80215,Manager centralmanager-vm1,0.020833333333333332
1555072827618,81215,Manager centralmanager-vm1,0.030927835051546393
1555072828618,82215,Manager centralmanager-vm1,0.0
1555072829617,83214,Manager centralmanager-vm1,0.030927835051546393
1555072830618,84215,Manager centralmanager-vm1,0.030927835051546393
1555072831618,85215,Manager centralmanager-vm1,0.030927835051546393
1555072832618,86215,Manager centralmanager-vm1,0.0510204081632653
1555072833628,87225,Manager centralmanager-vm1,0.04081632653061224
1555072834618,88215,Manager centralmanager-vm1,0.020833333333333332
1555072835618,89215,Manager centralmanager-vm1,0.030927835051546393
1555072836618,90215,Manager centralmanager-vm1,0.010416666666666666
1555072837618,91215,Manager centralmanager-vm1,0.030612244897959183
1555072838618,92215,Manager centralmanager-vm1,0.020833333333333332
1555072839618,93215,Manager centralmanager-vm1,0.020618556701030927
1555072840618,94215,Manager centralmanager-vm1,0.020833333333333332
1555072841618,95215,Manager centralmanager-vm1,0.020833333333333332
1555072842617,96214,Manager centralmanager-vm1,0.03125
1555072843618,97215,Manager centralmanager-vm1,0.0
1555072844618,98215,Manager centralmanager-vm1,0.020618556701030927
1555072845618,99215,Manager centralmanager-vm1,0.041666666666666664
1555072846618,100215,Manager centralmanager-vm1,0.030612244897959183
1555072847618,101215,Manager centralmanager-vm1,0.0
1555072848618,102215,Manager centralmanager-vm1,0.010416666666666666
1555072849618,103215,Manager centralmanager-vm1,0.020618556701030927
1555072850618,104215,Manager centralmanager-vm1,0.03125
1555072851618,105215,Manager centralmanager-vm1,0.04081632653061224
1555072852618,106215,Manager centralmanager-vm1,0.04081632653061224
1555072853618,107215,Manager centralmanager-vm1,0.0
1555072854618,108215,Manager centralmanager-vm1,0.030927835051546393
1555072855618,109215,Manager centralmanager-vm1,0.020618556701030927
1555072856618,110215,Manager centralmanager-vm1,0.030927835051546393
1555072857618,111215,Manager centralmanager-vm1,0.010526315789473684
1555072858618,112215,Manager centralmanager-vm1,0.061224489795918366
1555072859617,113214,Manager centralmanager-vm1,0.020833333333333332
1555072860618,114215,Manager centralmanager-vm1,0.07216494845360825
1555072861617,115214,Manager centralmanager-vm1,0.041237113402061855
1555072862628,116225,Manager centralmanager-vm1,0.010416666666666666
1555072863618,117215,Manager centralmanager-vm1,0.020833333333333332
1555072864617,118214,Manager centralmanager-vm1,0.010416666666666666
1555072865618,119215,Manager centralmanager-vm1,0.04081632653061224
1555072866618,120215,Manager centralmanager-vm1,0.020833333333333332
1555072867617,121214,Manager centralmanager-vm1,0.02040816326530612
1555072868618,122215,Manager centralmanager-vm1,0.021052631578947368
1555072869618,123215,Manager centralmanager-vm1,0.03125
1555072870618,124215,Manager centralmanager-vm1,0.030612244897959183
1555072871618,125215,Manager centralmanager-vm1,0.020618556701030927
1555072872618,126215,Manager centralmanager-vm1,0.010416666666666666
1555072873618,127215,Manager centralmanager-vm1,0.020618556701030927
1555072874618,128215,Manager centralmanager-vm1,0.020833333333333332
1555072875618,129215,Manager centralmanager-vm1,0.0
1555072876617,130214,Manager centralmanager-vm1,0.020618556701030927
1555072877618,131215,Manager centralmanager-vm1,0.03125
1555072878618,132215,Manager centralmanager-vm1,0.020618556701030927
1555072879618,133215,Manager centralmanager-vm1,0.010416666666666666
1555072880617,134214,Manager centralmanager-vm1,0.08333333333333333
1555072881618,135215,Manager centralmanager-vm1,0.020618556701030927
1555072882618,136215,Manager centralmanager-vm1,0.030927835051546393
1555072883617,137214,Manager centralmanager-vm1,0.0
1555072884618,138215,Manager centralmanager-vm1,0.020833333333333332
1555072885618,139215,Manager centralmanager-vm1,0.02040816326530612
1555072886618,140215,Manager centralmanager-vm1,0.030927835051546393
1555072887618,141215,Manager centralmanager-vm1,0.030927835051546393
1555072888618,142215,Manager centralmanager-vm1,0.020618556701030927
1555072889618,143215,Manager centralmanager-vm1,0.020618556701030927
1555072890618,144215,Manager centralmanager-vm1,0.020833333333333332
1555072891618,145215,Manager centralmanager-vm1,0.030927835051546393
1555072892618,146215,Manager centralmanager-vm1,0.010416666666666666
1555072893618,147215,Manager centralmanager-vm1,0.21649484536082472
1555072894628,148225,Manager centralmanager-vm1,0.25510204081632654
1555072895618,149215,Manager centralmanager-vm1,0.030927835051546393
1555072896618,150215,Manager centralmanager-vm1,0.020833333333333332
1555072897618,151215,Manager centralmanager-vm1,0.020618556701030927
