time (since java epoch),execution machine name,busy (ms),available (ms),busy ratio (0 to 1),available ratio (0 to 1)
1555034393934,Workstation_2,1555465,39539,0.9752107204746822,0.024789279525317804
1555034393523,Workstation_3,1566725,28266,0.982278269908733,0.01772173009126697
1555034393703,Workstation_4,1557176,37828,0.9762834450571911,0.023716554942808922
1555034393120,Workstation_6,1578935,16058,0.9899322442167457,0.010067755783254221
1555034393612,Workstation_7,1571206,23789,0.9850852197028831,0.014914780297116919
1555034393283,Workstation_8,1549518,45470,0.9714919485287664,0.02850805147123364
1555034393793,Workstation_10,1527328,67650,0.9575856218706464,0.04241437812935351
1555034394074,Workstation_11,1536448,59543,0.9626921455070861,0.03730785449291381
1555034393235,Workstation_12,1549596,45396,0.9715384152397003,0.028461584760299738
