time (since java epoch),execution machine name,busy (ms),available (ms),busy ratio (0 to 1),available ratio (0 to 1)
1555065286204,Workstation_2,1100523,87469,0.9263723998141402,0.07362760018585984
1555065286195,Workstation_3,1112313,75677,0.9362982853391022,0.06370171466089782
1555065286911,Workstation_4,1150028,38971,0.9672236898433052,0.032776310156694834
1555065285998,Workstation_6,1149595,38398,0.9676782607304926,0.03232173926950748
1555065286497,Workstation_7,1160391,28601,0.9759451703627947,0.024054829637205295
1555065286877,Workstation_8,1148299,40697,0.9657719622269545,0.03422803777304549
1555065286143,Workstation_10,1146056,41937,0.9646992869486605,0.03530071305133953
1555065286292,Workstation_11,1148377,40614,0.9658416253781568,0.03415837462184323
1555065286393,Workstation_12,1152202,36791,0.9690570087460565,0.030942991253943463
