nodeId,roundId,good,seqNum,active,light,value,readyOut
1,12,true,244,true,true,1,1
9,12,true,93,false,true,1,1
14,12,true,103,false,true,1,1
11,12,true,253,true,true,1,1
18,12,true,245,true,true,1,1
4,12,true,107,false,true,1,1
5,12,true,248,true,true,1,1
10,12,true,264,true,true,1,1
3,12,true,257,true,true,1,1
7,12,true,251,true,true,1,1
20,12,true,250,true,true,1,1
16,12,true,92,false,true,1,1
6,12,true,249,true,true,1,1
2,12,true,105,false,true,1,1
13,12,true,109,false,true,1,1
17,12,true,243,true,true,0,1
19,12,true,258,true,true,1,1
12,12,true,251,true,true,1,1
8,12,true,249,true,true,1,1
21,12,false,4973,true,true,1,1
15,12,true,255,true,true,1,1
