nodeId,roundId,good,seqNum,active,light,value,readyOut
8,12,true,223,true,true,1,1
9,12,true,87,false,true,1,1
18,12,true,83,false,true,1,1
11,12,true,97,false,true,1,1
5,12,true,80,false,true,1,1
19,12,true,92,false,true,1,1
12,12,true,219,true,true,1,1
17,12,true,87,false,true,1,1
7,12,true,231,true,true,1,1
2,12,true,219,true,true,1,1
20,12,true,219,true,true,1,1
14,12,true,215,true,true,1,1
4,12,true,221,true,true,1,1
13,12,true,223,true,true,1,1
6,12,true,222,true,true,1,1
1,12,true,236,true,true,1,1
3,12,true,219,true,true,1,1
16,12,true,217,true,true,1,1
15,12,true,216,true,true,1,1
10,12,true,227,true,true,1,1
21,12,false,4926,true,true,1,1
