nodeId,roundId,good,seqNum,active,light,value,readyOut
20,12,true,62,false,true,1,1
14,12,true,177,true,true,0,1
1,12,true,53,false,true,0,1
18,12,true,57,false,true,0,1
13,12,true,181,true,true,0,1
12,12,true,60,false,true,1,1
11,12,true,58,false,true,1,1
2,12,true,49,false,true,1,1
5,12,true,63,false,true,0,1
10,12,true,57,false,true,0,1
15,12,true,182,true,true,0,1
7,12,true,54,false,true,1,1
19,12,true,184,true,true,1,1
4,12,true,58,false,true,0,1
6,12,true,68,false,true,0,1
16,12,true,185,true,true,0,1
8,12,true,177,true,true,0,1
21,12,false,2264,true,true,0,1
9,12,true,178,true,true,1,1
3,12,true,192,true,true,0,1
17,12,true,180,true,true,0,1
