nodeId,roundId,good,seqNum,active,light,value,readyOut
20,12,true,113,false,true,1,1
13,12,true,287,true,true,1,1
12,12,true,287,true,true,1,1
8,12,true,297,true,true,1,1
1,12,true,277,true,true,1,1
5,12,true,296,true,true,1,1
9,12,true,285,true,true,1,1
15,12,true,295,true,true,1,1
6,12,true,294,true,true,1,1
10,12,true,288,true,true,1,1
16,12,true,301,true,true,1,1
14,12,true,123,false,true,1,1
7,12,true,283,true,true,1,1
17,12,true,124,false,true,1,1
18,12,true,122,false,true,1,1
4,12,true,119,false,true,1,1
3,12,true,311,true,true,1,1
21,12,false,5652,true,true,1,1
2,12,true,280,true,true,1,1
11,12,true,289,true,true,1,1
19,12,true,282,true,true,1,1
