nodeId,roundId,good,seqNum,active,light,value,readyOut
21,12,false,265,true,true,1,1
17,12,true,283,true,true,1,1
12,12,true,270,true,true,1,1
14,12,true,264,true,true,1,1
11,12,true,271,true,true,1,1
5,12,true,276,true,true,1,1
4,12,true,279,true,true,1,1
2,12,true,282,true,true,1,1
10,12,true,269,true,true,1,1
7,12,true,273,true,true,1,1
9,12,true,118,false,true,1,1
15,12,true,267,true,true,1,1
8,12,true,109,false,true,1,1
3,12,true,120,false,true,1,1
18,12,true,118,false,true,1,1
1,12,true,271,true,true,1,1
20,12,true,278,true,true,1,1
19,12,true,106,false,true,1,1
6,12,true,264,true,true,1,1
13,12,true,279,true,true,1,1
16,12,true,279,true,true,1,1
