nodeId,roundId,good,seqNum,active,light,value,readyOut
9,12,true,86,false,true,1,1
4,12,true,91,false,true,1,1
8,12,true,237,true,true,0,1
2,12,true,222,true,true,1,1
7,12,true,75,false,true,1,1
1,12,true,236,true,true,1,1
19,12,true,231,true,true,1,1
14,12,true,84,false,true,1,1
20,12,true,87,false,true,1,1
13,12,true,88,false,true,1,1
6,12,true,231,true,true,1,1
21,12,false,208,true,true,1,1
17,12,true,234,true,true,1,1
11,12,true,225,true,true,1,1
12,12,true,240,true,true,0,1
18,12,true,234,true,true,1,1
16,12,true,236,true,true,1,1
10,12,true,225,true,true,1,1
15,12,true,224,true,true,1,1
5,12,true,242,true,true,1,1
3,12,true,107,false,true,1,1
