nodeId,roundId,good,seqNum,active,light,value,readyOut
16,12,true,94,false,true,1,1
9,12,true,83,false,true,1,1
11,12,true,216,true,true,0,1
2,12,true,226,true,true,1,1
1,12,true,219,true,true,1,1
6,12,true,86,false,true,1,1
19,12,true,79,false,true,1,1
4,12,true,227,true,true,0,1
15,12,true,84,false,true,1,1
10,12,true,230,true,true,1,1
20,12,true,83,false,true,0,1
12,12,true,233,true,true,0,1
7,12,true,231,true,true,1,1
17,12,true,74,false,true,0,1
8,12,true,219,true,true,1,1
14,12,true,83,false,true,1,1
13,12,true,230,true,true,0,1
5,12,true,218,true,true,1,1
3,12,true,233,true,true,0,1
21,12,false,206,true,true,0,1
18,12,true,228,true,true,1,1
